"M1_ID","Frame","outcome","M6_6_KEHYSB","M6_6_KEHYSC","M6_6_KEHYSD","M1_1","M1_2","M1_2_1","M1_2_2","M1_2_2_3luokkaa","M1_3","M1_5","M1_6","M1_7","M1_8","M1_9","M1_10","M1_11","M1_12","M2_1","M2_2","M2_5","M2_5_2_1","M2_5_2_2","M2_5_2_3","M2_5_2_4","M2_5_2_5","M2_5_2_6","M2_5_2_7","M2_5_2_8","M2_5_2_9","M2_5_2_10","M2_6_0","M2_6_1","M2_6_2","M2_6_3","M2_6_4","M2_6_5","M2_6_6","M2_6_7","M2_6_8","M2_6_9","M2_6_10","M2_6_11","M2_6_12","M2_6_13","M2_6_14","M2_6_15","M2_6_16","M2_6_99","M2_6_1A","M2_6_2A","M2_6_3A","M2_6_4A","M2_6_5A","M2_6_6A","M2_6_7A","M2_6_8A","M2_6_9A","M2_6_10A","M2_6_11A","M2_6_12A","M2_6_13A","M2_6_14A","M2_6_15A","M2_6_16A","M2_6_99A","M2_6_1B","M2_6_2B","M2_6_3B","M2_6_4B","M2_6_5B","M2_6_6B","M2_6_7B","M2_6_8B","M2_6_9B","M2_6_10B","M2_6_11B","M2_6_12B","M2_6_13B","M2_6_14B","M2_6_15B","M2_6_16B","M2_6_99B","M2_3_0","M2_3_1","M2_3_2","M2_3_3","M2_3_4","M2_3_5","M2_3_6","M2_3_7","M2_3_8","M2_3_9","M2_3_10","M2_3_11","M2_3_12","M2_3_13","M2_3_14","M2_3_15","M2_3_16","M2_3_17","M2_3_18","M2_3_19","M2_3_20","M2_3_21","M2_3_22","M2_3_23","M2_3_24","M2_3_99","M2_7_1","M2_7_2","M2_7_3","M2_7_4","M2_7_5","M2_7_6","M2_4","M2_8","M2_9","M2_10","M2_11","M2_12","M2_13","M4_1_1","M4_1_2","M4_1_3","M4_1_4","M4_1_5","M4_1_6","M4_1_7","M4_1_8","M4_1_9","M4_1_10","M4_1_11","M4_1_12","M6_1_1","M6_1_2","M6_1_3","M6_1_4","M6_1_5","M6_4","M6_5_1_1","M6_5_1_2","M6_5_1_3","M6_5_1_4","M6_5_1_5","M6_5_2_1","M6_5_2_2","M6_5_2_3","M6_7_1","M6_7_2","M6_8","SUURALUE","IKA","PAINOKERROIN"
"301","Frame D",NA,NA,NA,"I don't know","Female","1959","62","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","No","Other city centre or suburb","South Karelia","I don't know","Yes","Yes","Pretty good","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well","Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","Once a year",NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","Yes","En","En","En","En","No","Yes","Yes","No","No","No","1","Yes","A few times a week","Yes","I don't know","No","There have been some problems","I don't know","Totally disagree","Somewhat agree","I don't know","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Totally agree","Totally agree","Somewhat agree","I don't know","Somewhat agree","I don't know","I don't know","I don't know","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat disagree","I don't know","Totally disagree","7","Southern Finland","50-64","1.94713760830368"
"1329","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Male","1959","62","60-64","35-64","Married / in a registered partnership / cohabiting","I am retired","University of Applied Sciences","No","Other city centre or suburb","Southwest Finland","I do not want to answer","Yes","Yes","Moderate","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months","En","Yes","En","En","En","En","En","En","En","En","En","Yes","En","En","En","Yes","En","En","En","En","En","En","En","En","En","Yes","Yes","Yes","No","No","No","No","6","Yes","Less than once a month","Yes","300-599 €","No","There have been no problems at all","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat agree","Totally agree","Totally agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat disagree","100-299 €","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","I don't know","8","Southern Finland","50-64","1.52248545978535"
"1529","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Male","1959","62","60-64","35-64","Married / in a registered partnership / cohabiting","I work part-time","University or college","No","Rural or semi-rural area","Central Finland","2001-3000 €","Yes","Yes","Moderate","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once every two years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","No","Yes","No","No","No","3","En","Less than once a month","En","100-299 €","No","There have been no problems at all","Totally agree","Somewhat agree","Totally agree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Somewhat agree","Totally disagree","Totally disagree","300-599 €","Totally agree","Somewhat disagree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat agree","Totally disagree","Somewhat agree","Totally disagree","Totally disagree","3","Western Finland","50-64","1.61779689989349"
"2184","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Female","1959","62","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","Other","No","Other city centre or suburb","Lapland","2001-3000 €","Yes","Yes","Pretty good","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Well","Well","Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","Less often","Once a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","Yes","Yes","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","No","Yes","No","No","No","3","En","1-2 times a month","En","All 100 €","No","There have been no problems at all","Totally agree","Somewhat agree","I don't know","Totally disagree","Totally disagree","Somewhat disagree","Totally agree","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally agree","Somewhat agree","Somewhat agree","Somewhat agree","Totally agree","Somewhat agree","300-599 €","Somewhat disagree","Totally agree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat disagree","I don't know","Somewhat disagree","Totally disagree","7","Northern and Eastern Finland","50-64","2.19758375406157"
"205","Frame A",NA,NA,NA,NA,"Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I am retired","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","5001-8000 €","Yes","Yes","Good for","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Well","Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months","At least once every six months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","Yes","Yes","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","No","Yes","No","No","No","4","En","Less than once a month","En","600 € or more","Yes","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Totally agree","600 € or more","Totally agree","Totally agree","Totally agree","Totally agree","Totally disagree","I don't know","Totally disagree","Totally disagree","Totally agree","Somewhat agree","8","Helsinki-Uusimaa","50-64","0.893466047376455"
"878","Frame B","The medicine should not be introduced with social funding","The medicine should not be introduced with social funding",NA,NA,"Male","1958","63","60-64","35-64","Separated or divorced","I work full-time","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","4001-5000 €","En","Yes","Good for","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,"Well",NA,NA,NA,"99",NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,"Once a year",NA,NA,NA,NA,"Once a year",NA,NA,NA,NA,"En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","No","Yes","No","No","No","No","4","Yes","1-2 times a month","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Somewhat disagree","Totally agree","Totally agree","300-599 €","Somewhat disagree","Totally agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Totally disagree","I don't know","4","Helsinki-Uusimaa","50-64","1.12990595876984"
"1298","Frame B","A medicine should be introduced at public expense if a company lowers its price","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"Male","1958","63","60-64","35-64","Separated or divorced","I am retired","Primary or elementary school","No","Rural or semi-rural area","Central Finland","1001-2000 €","En","Yes","Moderate","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Well","Well","Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","Once a year","At least every three months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","Yes","Yes","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","No","No","No","No","No","4","Yes","Daily","En","300-599 €","No","There have been no problems at all","Somewhat agree","Somewhat agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally agree","Totally agree","300-599 €","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Totally disagree","Totally disagree","Somewhat agree","Totally disagree","7","Western Finland","50-64","9.19219383243747"
"1979","Frame C","A medicine should be introduced at public expense if a company lowers its price",NA,"A medicine should be introduced at public expense if a company lowers its price",NA,"Female","1958","63","60-64","35-64","Unmarried","I am on long-term (>6 months) sick leave","Vocational education and training","Yes","Other city centre or suburb","Lapland","1001-2000 €","Yes","Yes","Moderate","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,"Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","Yes","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","Yes","No","No","No","No","7","En","1-2 times a month","Yes","100-299 €","No","There have been some problems","Totally agree","Totally disagree","I don't know","Somewhat disagree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","I don't know","I don't know","I don't know","Somewhat agree","100-299 €","Somewhat agree","Somewhat agree","Somewhat agree","I don't know","Totally disagree","I don't know","I don't know","I don't know","Somewhat disagree","Somewhat disagree","7","Northern and Eastern Finland","50-64","2.19758375406157"
"797","Frame C","The medicine should be made available at public expense, regardless of the price charged by the company",NA,"The medicine should be made available at public expense, regardless of the price charged by the company",NA,"Female","1958","63","60-64","35-64","Separated or divorced","I work full-time","Vocational education and training","No","Municipal centre, parish or agglomeration","Päijät-Häme","I do not want to answer","En","Yes","Moderate","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,NA,"En","En","En","En","En","En","Yes","En","En","En","En","Yes","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","Yes","Yes","No","No","No","No","4","En","Less than once a month","En","I don't know","No","There have been no problems at all","Somewhat agree","I don't know","Totally disagree","Somewhat disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat agree","Totally agree","Totally disagree","300-599 €","Somewhat disagree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Totally disagree","Totally disagree","Somewhat agree","Somewhat agree","3","Southern Finland","50-64","1.94713760830368"
"2022","Frame C","The medicine should be made available at public expense, regardless of the price charged by the company",NA,"The medicine should be made available at public expense, regardless of the price charged by the company",NA,"Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","University of Applied Sciences","No","Other city centre or suburb","Uusimaa","5001-8000 €","Yes","Yes","Pretty good","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","En","En","En","Yes","En","En","En","En","En","En","En","Yes","En","En","En","Yes","En","En","Yes","En","En","En","En","Yes","En","Yes","No","No","Yes","No","No","No","10","Yes","Daily","En","300-599 €","Yes","There have been no problems at all","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Totally agree","100-299 €","Somewhat disagree","Somewhat disagree","Somewhat disagree","I don't know","I don't know","I don't know","I don't know","I don't know","Somewhat agree","Totally agree","6","Helsinki-Uusimaa","50-64","0.893466047376455"
"1730","Frame D",NA,NA,NA,"I don't know","Male","1958","63","60-64","35-64","Unmarried","I am retired","Vocational education and training","No","Rural or semi-rural area","Päijät-Häme","2001-3000 €","Yes","Yes","Moderate","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes",NA,NA,"Well",NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,NA,NA,"99",NA,NA,"Less often",NA,NA,NA,NA,"Once every two years",NA,NA,NA,NA,NA,NA,NA,NA,"Less often","En","En","En","En","En","En","Yes","Yes","Yes","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","Yes","No","Yes","Yes","Yes","No","No","7","En","Less than once a month","En","300-599 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","I don't know","Totally agree","I don't know","I don't know","Somewhat agree","Somewhat agree","I don't know","300-599 €","Somewhat agree","Totally agree","Totally agree","Somewhat agree","Totally disagree","I don't know","Somewhat disagree","Somewhat disagree","Somewhat agree","I don't know","8","Southern Finland","50-64","2.11849163163385"
"899","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Female","1958","63","60-64","35-64","Separated or divorced","I am retired","University of Applied Sciences","No","Other city centre or suburb","Southwest Finland","1001-2000 €","Yes","Yes","Moderate","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,"Quite well","99",NA,NA,NA,NA,NA,"Quite well",NA,NA,NA,NA,NA,NA,NA,"Less often",NA,"Once a year","Less often",NA,NA,NA,NA,NA,"Once every two years","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","Yes","En","En","En","En","En","En","En","En","Yes","Yes","Yes","No","No","No","No","10","En","Less than once a month","Yes","600 € or more","No","There have been no problems at all","Somewhat agree","Somewhat disagree","I don't know","Somewhat disagree","Somewhat disagree","Totally disagree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I don't know","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I don't know","300-599 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I don't know","Somewhat disagree","I don't know","Somewhat disagree","Somewhat disagree","7","Southern Finland","50-64","1.39933934719263"
"1558","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Male","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I am retired","Vocational education and training","No","Other city centre or suburb","Pirkanmaa","2001-3000 €","Yes","Yes","Moderate","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No",NA,"Moderately","Moderately","Quite badly",NA,NA,NA,NA,NA,NA,NA,"Quite badly",NA,"Quite well",NA,NA,NA,NA,"At least once every six months","At least once every six months","Once a year",NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,"Once a year",NA,NA,NA,"En","En","En","En","Yes","En","Yes","Yes","Yes","En","Yes","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","No","Yes","No","No","No","No","8","En","Never ever","En","600 € or more","Yes","There have been some problems","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","100-299 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","8","Western Finland","50-64","2.25111456538361"
"2223","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","Primary or elementary school","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","I don't know","Yes","Yes","Pretty good","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,"En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","No","No","Yes","Yes","No","No","3","En","Less than once a month","Yes","All 100 €","No","There have been no problems at all","Totally agree","Totally disagree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","Totally disagree","Totally disagree","I don't know","Totally agree","Totally agree","Totally agree","Somewhat disagree","Totally agree","Totally agree","All 100 €","Totally agree","Somewhat agree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat agree","Totally disagree","Somewhat agree","Totally agree","10 I trust you completely","Helsinki-Uusimaa","50-64","5.07660330584564"
"710","Frame D","The medicine should be made available at public expense, regardless of the price charged by the company",NA,NA,"The medicine should be made available at public expense, regardless of the price charged by the company","Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","3001-4000 €","Yes","Yes","Pretty good","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,NA,NA,"Less often",NA,NA,NA,NA,NA,NA,NA,"Less often",NA,NA,NA,NA,NA,NA,"En","Yes","En","En","En","En","Yes","En","En","En","En","En","En","Yes","En","En","En","En","Yes","En","En","En","En","Yes","En","En","Yes","No","No","No","No","No","6","Yes","A few times a week","Yes","600 € or more","No","There have been some problems","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally agree","Totally agree","Totally agree","Totally disagree","Totally disagree","Totally agree","100-299 €","Totally agree","Totally agree","Totally agree","Totally agree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","7","Helsinki-Uusimaa","50-64","1.24323049021621"
"15","Frame A",NA,NA,NA,NA,"Male","1958","63","60-64","35-64","Separated or divorced","I work full-time","Vocational education and training","No","Other city centre or suburb","Central Finland","2001-3000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","No","Yes","No","No","No","2","En","Less than once a month","Yes","All 100 €","No","There have been no problems at all","Somewhat disagree","I don't know","I don't know","I don't know","Somewhat disagree","Somewhat disagree","Somewhat agree","I don't know","Somewhat disagree","I don't know","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Totally agree","I don't know","100-299 €","Somewhat disagree","Somewhat agree","Totally agree","Somewhat agree","Totally disagree","I don't know","I don't know","I don't know","Somewhat disagree","Somewhat disagree","7","Western Finland","50-64","2.25111456538361"
"139","Frame A",NA,NA,NA,NA,"Male","1958","63","60-64","35-64","Separated or divorced","I am retired","Vocational education and training","No","Other city centre or suburb","Ostrobothnia","1001-2000 €","Yes","Yes","Moderate","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,"Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","Yes","No","No","No","No","1","En","Daily","En","300-599 €","I don't know","There have been no problems at all","Totally agree","Totally agree","Somewhat agree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Somewhat agree","Somewhat agree","Totally agree","Somewhat agree","Somewhat agree","Totally agree","I don't know","Totally disagree","Totally agree","300-599 €","Somewhat agree","Totally agree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally disagree","0 I don't trust at all","Western Finland","50-64","2.25111456538361"
"172","Frame A",NA,NA,NA,NA,"Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I work part-time","Vocational education and training","Yes","Rural or semi-rural area","Southwest Finland","I do not want to answer","Yes","Yes","Pretty good","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,NA,NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quite well",NA,NA,NA,NA,"Less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often",NA,"En","Yes","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","No","No","Yes","No","No","No","4","En","Less than once a month","Yes","100-299 €","No","There have been no problems at all","Somewhat agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat disagree","I don't know","Somewhat agree","I don't know","Somewhat disagree","Somewhat agree","Totally agree","Somewhat agree","Somewhat agree","Somewhat agree","I don't know","Totally agree","Somewhat agree","I don't know","Totally agree","Totally agree","Somewhat agree","I don't know","Totally disagree","Totally disagree","I don't know","Somewhat disagree","Totally agree","Somewhat agree","7","Southern Finland","50-64","1.94713760830368"
"287","Frame A",NA,NA,NA,NA,"Female","1958","63","60-64","35-64","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","No","Other city centre or suburb","Pirkanmaa","3001-4000 €","Yes","Yes","Moderate","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,NA,"99","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99",NA,NA,NA,NA,NA,"At least every three months","At least every three months",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"0","En","1-2 times a month","Yes","I do not take medicines prescribed by my doctor","No","I have not taken any medicines prescribed by my doctor","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","100-299 €","Totally agree","Totally agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","7","Western Finland","50-64","1.72987875655812"
